id,type,properties,geometry
98,Feature,"{'id': '1233', 'modern': 'Godendorf', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [6.49942311874, 49.8179960742]}"
99,Feature,"{'id': '1235', 'modern': 'An der Zinzigerbach', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [6.52172744066, 49.7720846999]}"
100,Feature,"{'id': '1261', 'modern': 'Mersch', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [6.0987592, 49.746317]}"
101,Feature,"{'id': '1265', 'modern': 'Weinsheim', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.323524, 49.604519]}"
102,Feature,"{'id': '1294', 'modern': 'Temmels', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [6.4632567308, 49.6883110523]}"
103,Feature,"{'id': '1303', 'modern': 'In der Hohlwies', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [6.7655042375692, 50.312846803521]}"
104,Feature,"{'id': '1305', 'modern': 'Ober den Achenbäumchen', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [6.66586994055, 49.8790305201]}"
105,Feature,"{'id': '1373', 'modern': 'Awans', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [5.461578, 50.665131]}"
106,Feature,"{'id': '1379', 'modern': 'Gensingen', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [7.9275, 49.8949]}"
107,Feature,"{'id': '1389', 'modern': 'Dreis', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [6.813825, 49.942004]}"
108,Feature,"{'id': '1425', 'modern': 'Radheim', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [9.017549, 49.889263]}"
109,Feature,"{'id': '1542', 'modern': 'Solignac', 'latin': 'Solemniacum', 'greek': '', 'ancient': 1, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [1.27569, 45.75467]}"
110,Feature,"{'id': '1662', 'modern': 'Oettingen i.Bay.', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [10.59171, 48.95707]}"
111,Feature,"{'id': '1705', 'modern': 'Bouillancourt-en-Séry', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [1.627195, 49.959833]}"
112,Feature,"{'id': '1761', 'modern': 'Ober-Eschbach', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.649348, 50.214083]}"
113,Feature,"{'id': '1764', 'modern': 'Seulberg', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.653866, 50.240669]}"
114,Feature,"{'id': '1846', 'modern': 'Biberist-Spitalhof', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [7.532286, 47.195661]}"
115,Feature,"{'id': '2014', 'modern': 'Konz', 'latin': 'Contionacum', 'greek': '', 'ancient': 1, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 300, 'endyear': 1200}","{'type': 'Point', 'coordinates': [6.57507908768, 49.695181775]}"
116,Feature,"{'id': '2034', 'modern': 'Büdesheim', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [6.55825164743, 50.2167928368]}"
117,Feature,"{'id': '2066', 'modern': 'Cortil-Noirmont', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [4.665546, 50.566605]}"
118,Feature,"{'id': '2201', 'modern': 'Wittlich', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [6.90095603817, 49.9726121771]}"
119,Feature,"{'id': '2209', 'modern': 'Wiesenbach', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.8187534, 49.3776775]}"
120,Feature,"{'id': '2263', 'modern': 'Membrey', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [5.7432275238, 47.5669509028]}"
121,Feature,"{'id': '2273', 'modern': 'Mercin-et-Vaux', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [3.277015, 49.377149]}"
122,Feature,"{'id': '2304', 'modern': 'Conneux', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [5.059204, 50.248083]}"
123,Feature,"{'id': '2335', 'modern': 'Toury', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [1.9285150000001, 48.199531]}"
124,Feature,"{'id': '2409', 'modern': 'La Corvée Haute', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [5.42851984662, 47.0285144791]}"
125,Feature,"{'id': '2463', 'modern': 'Courçay', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.876135, 47.250338]}"
126,Feature,"{'id': '2490', 'modern': 'Entre les Vignes et la Vallée', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [2.8914769, 49.8968461]}"
127,Feature,"{'id': '2540', 'modern': 'Maasbracht', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [5.912983, 51.15102]}"
128,Feature,"{'id': '2545', 'modern': 'Arnoldsweiler', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [6.493294, 50.838284]}"
129,Feature,"{'id': '2546', 'modern': 'Eschweiler', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [6.271667, 50.817428]}"
130,Feature,"{'id': '2620', 'modern': 'Gilly', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [4.472809, 50.427331]}"
131,Feature,"{'id': '2735', 'modern': 'Bochingen', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.62851, 48.29782]}"
132,Feature,"{'id': '2774', 'modern': 'Wurmlingen', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.770324, 47.9981121]}"
133,Feature,"{'id': '2922', 'modern': 'Ehingen (Donau)', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [9.728, 48.29549]}"
134,Feature,"{'id': '3001', 'modern': 'Großsachsenheim', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [9.0631355, 48.9590282]}"
135,Feature,"{'id': '3036', 'modern': 'Habsheim', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [7.4166713, 47.7287842]}"
136,Feature,"{'id': '3136', 'modern': 'Botzdorf', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [6.994115, 50.759124]}"
137,Feature,"{'id': '3138', 'modern': 'Friesdorf', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [7.130983, 50.690926]}"
138,Feature,"{'id': '3139', 'modern': 'Meckenheim', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [7.021184, 50.627206]}"
139,Feature,"{'id': '3147', 'modern': 'Duisdorf', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [7.051002, 50.716501]}"
140,Feature,"{'id': '3226', 'modern': 'Eching', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [11.61896, 48.29025]}"
141,Feature,"{'id': '3258', 'modern': 'Marzoll', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [12.93126, 47.75085]}"
142,Feature,"{'id': '3291', 'modern': 'Finsing', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [11.822126, 48.214325]}"
143,Feature,"{'id': '3534', 'modern': 'Alburg', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [12.53495, 48.87027]}"
144,Feature,"{'id': '3580', 'modern': 'Nesselgeich', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [6.42091087205, 49.9672083944]}"
145,Feature,"{'id': '3592', 'modern': 'Heppenheim an der Wiese', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.266316, 49.60543]}"
146,Feature,"{'id': '3631', 'modern': 'Plassac', 'latin': 'Blacciacum', 'greek': '', 'ancient': 1, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-0.646428, 45.102042]}"
147,Feature,"{'id': '3782', 'modern': 'Frauenzimmern', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [9.039828, 49.070786]}"
148,Feature,"{'id': '3799', 'modern': 'Ottmarsheim', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [9.203286, 49.017067]}"
149,Feature,"{'id': '3804', 'modern': 'Beihingen', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [9.2068041, 48.933407]}"
150,Feature,"{'id': '4035', 'modern': 'Neuvy-le-Roi', 'latin': '*Novivicum', 'greek': '', 'ancient': 1, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [0.59385, 47.60389]}"
151,Feature,"{'id': '4047', 'modern': 'Naveil', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [1.029313, 47.7937246]}"
152,Feature,"{'id': '4088', 'modern': 'Plailly', 'latin': '[Platiliaco]', 'greek': '', 'ancient': 1, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [2.58452, 49.10292]}"
153,Feature,"{'id': '4129', 'modern': 'Souzy-la-Briche', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [2.1479529, 48.5292828]}"
154,Feature,"{'id': '4133', 'modern': 'Quincy', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [2.1563571, 47.1321377]}"
155,Feature,"{'id': '4147', 'modern': 'Flerzheim', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [6.9879077, 50.6480361]}"
156,Feature,"{'id': '4204', 'modern': 'Weinsheim', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [7.765611, 49.8381129]}"
157,Feature,"{'id': '4273', 'modern': 'Eschelbronn', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.866389, 49.319721]}"
158,Feature,"{'id': '4276', 'modern': 'Flehingen', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.7804414, 49.0867559]}"
159,Feature,"{'id': '4277', 'modern': 'Obergrombach', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.590171, 49.084183]}"
160,Feature,"{'id': '4296', 'modern': 'Niemandsrain', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.57089, 48.94043]}"
161,Feature,"{'id': '4315', 'modern': 'Bachenau', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [9.194444, 49.272778]}"
162,Feature,"{'id': '4329', 'modern': 'Tiefenbach', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [9.2027055, 49.297505]}"
163,Feature,"{'id': '4330', 'modern': 'Altbach', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [9.3797, 48.7239]}"
164,Feature,"{'id': '4384', 'modern': 'Gingen an der Fils', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [9.781453, 48.659149]}"
165,Feature,"{'id': '4402', 'modern': 'Walldorf', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.6497962, 49.296643]}"
166,Feature,"{'id': '4409', 'modern': 'Annay-sur-Serein', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [3.9593076, 47.7289877]}"
167,Feature,"{'id': '4449', 'modern': 'La Boumiène', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [3.149602, 47.481318]}"
168,Feature,"{'id': '4474', 'modern': 'Kempten', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [7.937094, 49.963065]}"
169,Feature,"{'id': '4529', 'modern': 'Holheim', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': -330, 'endyear': 300}","{'type': 'Point', 'coordinates': [10.448234, 48.817034]}"
170,Feature,"{'id': '4642', 'modern': 'Flums', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [9.34468, 47.09082]}"
171,Feature,"{'id': '4654', 'modern': 'Müllheim', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [7.63176, 47.80824]}"
172,Feature,"{'id': '4696', 'modern': 'Gambach (Hessen)', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.723598, 50.460681]}"
173,Feature,"{'id': '4699', 'modern': 'Wohnbach', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.8266442, 50.4291106]}"
174,Feature,"{'id': '4705', 'modern': 'Bellersheim', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.8405475, 50.4531513]}"
175,Feature,"{'id': '4807', 'modern': 'Frasnes', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [4.503021, 50.076532]}"
176,Feature,"{'id': '4808', 'modern': 'Offenheim', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.0314869, 49.7252164]}"
177,Feature,"{'id': '4812', 'modern': 'Sprendlingen', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [7.9865861, 49.8607171]}"
178,Feature,"{'id': '4813', 'modern': 'Wöllstein', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [7.9589, 49.8135]}"
179,Feature,"{'id': '4821', 'modern': 'Gau-Heppenheim', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.1741668, 49.741789]}"
180,Feature,"{'id': '4827', 'modern': 'Monzernheim', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.227719, 49.722466]}"
181,Feature,"{'id': '4836', 'modern': 'Hangen-Weisheim', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.1835547, 49.7100191]}"
182,Feature,"{'id': '4891', 'modern': 'Sausenheim', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [8.157587, 49.5465175]}"
183,Feature,"{'id': '5021', 'modern': 'Maisach', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [11.23806, 48.20585]}"
184,Feature,"{'id': '5033', 'modern': 'Remerschen', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 2000, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [6.3513429, 49.4902086]}"
185,Feature,"{'id': '5127', 'modern': 'La Marlerie', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [5.501476, 49.427404]}"
186,Feature,"{'id': '5252', 'modern': 'Heitersheim', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [7.674471, 47.86933]}"
